%% ---------- Weather input time-series for AquaCropOS ---------- %%
%% Day	Month	Year	MinTemp	MaxTemp	Precipitation	ReferenceET %%
1	1	1982	-21.111111	3.333333	0.000000	1.382878
2	1	1982	-10.000000	0.555556	0.000000	1.068923
3	1	1982	-11.666667	-2.222222	0.000000	0.743196
4	1	1982	-12.222222	7.222222	0.000000	1.697784
5	1	1982	-14.444444	-1.111111	0.000000	0.925604
6	1	1982	-22.222222	-13.333333	0.000000	0.280910
7	1	1982	-22.777778	-0.555556	0.000000	0.996836
8	1	1982	-20.000000	7.222222	0.000000	1.971512
9	1	1982	-19.444444	0.555556	0.000000	1.105774
10	1	1982	-23.888889	-16.666667	0.000000	0.368336
11	1	1982	-22.777778	-6.666667	0.000000	0.650889
12	1	1982	-24.444444	-12.222222	0.000000	0.349569
13	1	1982	-24.444444	-0.555556	0.000000	0.858759
14	1	1982	-1.666667	9.444444	0.000000	2.023942
15	1	1982	-18.888889	2.777778	0.000000	1.358304
16	1	1982	-20.555556	-6.666667	0.000000	0.779211
17	1	1982	-11.666667	16.666667	0.000000	3.175598
18	1	1982	-7.777778	10.000000	0.000000	1.326755
19	1	1982	-10.555556	-1.666667	0.000000	0.509900
20	1	1982	-10.000000	-1.666667	0.000000	0.396506
21	1	1982	-13.888889	-8.888889	0.000000	0.285061
22	1	1982	-20.555556	-12.777778	0.000000	0.302521
23	1	1982	-23.333333	-3.888889	0.000000	0.611985
24	1	1982	-17.777778	11.111111	0.000000	1.998841
25	1	1982	-5.000000	7.777778	0.000000	1.776307
26	1	1982	-6.666667	18.888889	0.000000	2.810738
27	1	1982	-6.111111	11.111111	0.000000	2.265932
28	1	1982	-10.000000	7.222222	0.000000	1.847937
29	1	1982	-9.444444	6.111111	0.000000	1.649360
30	1	1982	-12.222222	8.333333	0.000000	1.659451
31	1	1982	-10.555556	9.444444	0.000000	1.552945
1	2	1982	-8.333333	-2.222222	0.000000	0.429442
2	2	1982	-12.777778	-4.444444	0.000000	0.503136
3	2	1982	-20.000000	-10.555556	0.000000	0.359159
4	2	1982	-22.777778	-16.111111	0.000000	0.281139
5	2	1982	-27.222222	-16.111111	0.000000	0.254565
6	2	1982	-27.222222	-16.111111	0.000000	0.230168
7	2	1982	-27.222222	-16.111111	0.000000	0.203997
8	2	1982	-27.222222	-16.111111	0.000000	0.178744
9	2	1982	-27.222222	-16.111111	0.000000	0.158876
10	2	1982	-27.222222	-16.111111	0.000000	0.147881
11	2	1982	-27.222222	-1.078333	0.000000	0.628754
12	2	1982	-15.195000	7.156111	0.000000	1.469199
13	2	1982	-8.625000	12.899444	0.000000	2.511653
14	2	1982	-2.270000	15.481111	0.000000	2.747222
15	2	1982	-0.025000	15.442222	0.000000	2.304590
16	2	1982	-3.393333	15.602778	0.000000	2.028277
17	2	1982	-1.144444	14.723333	0.000000	2.255782
18	2	1982	-2.222222	15.892222	0.000000	2.416925
19	2	1982	-1.136111	18.589444	0.000000	3.402293
20	2	1982	1.970556	18.670000	0.000000	3.880326
21	2	1982	1.410556	22.697222	0.000000	3.936033
22	2	1982	-0.381667	24.723333	0.000000	4.945098
23	2	1982	-4.052222	1.083889	0.000000	0.673901
24	2	1982	-6.771667	3.565000	0.000000	1.639844
25	2	1982	-8.071111	0.668889	0.000000	1.095704
26	2	1982	-8.554444	7.695000	0.000000	2.167161
27	2	1982	-5.221111	13.748333	0.000000	2.795916
28	2	1982	-1.307222	12.893333	0.000000	2.559879
1	3	1982	-3.556667	19.754444	0.000000	3.809558
2	3	1982	-6.827778	10.693889	0.000000	1.946496
3	3	1982	-7.941111	-4.803889	0.000000	0.537374
4	3	1982	-9.627778	-4.303889	0.000000	0.692054
5	3	1982	-14.310000	-5.431667	0.000000	0.908945
6	3	1982	-12.216111	0.820000	0.000000	1.295336
7	3	1982	-9.444444	4.882778	0.000000	1.606479
8	3	1982	-7.188889	1.433333	0.000000	1.402689
9	3	1982	-6.691667	15.317778	0.000000	3.517889
10	3	1982	-0.796667	19.651111	0.000000	5.003617
11	3	1982	-4.665556	16.224444	0.000000	3.890942
12	3	1982	-2.835556	11.226667	0.000000	3.708292
13	3	1982	-3.368889	15.532778	0.000000	4.031581
14	3	1982	1.447778	7.996667	0.000000	1.544629
15	3	1982	-0.278889	4.983333	0.000000	0.696581
16	3	1982	0.710556	16.702222	0.000000	3.267566
17	3	1982	2.614444	17.337778	0.000000	3.305551
18	3	1982	0.057778	4.690000	0.000000	0.839676
19	3	1982	0.731667	12.373333	0.000000	2.723456
20	3	1982	-6.053333	3.437222	0.000000	2.221085
21	3	1982	-6.862778	6.702222	0.000000	2.923916
22	3	1982	-8.529444	12.755000	0.000000	2.784179
23	3	1982	-3.302222	13.622778	0.000000	3.801453
24	3	1982	-5.045000	7.629444	0.000000	1.757793
25	3	1982	-8.217778	5.532778	0.000000	2.150417
26	3	1982	-6.608889	11.226667	0.000000	3.294430
27	3	1982	-0.495556	2.893333	0.000000	1.104018
28	3	1982	0.253889	9.603333	0.000000	2.050501
29	3	1982	3.505000	18.888889	0.000000	4.178357
30	3	1982	2.777778	14.444444	0.000000	5.684441
31	3	1982	-3.888889	18.333333	0.000000	5.807721
1	4	1982	-3.333333	25.555556	0.000000	6.704021
2	4	1982	-2.222222	14.444444	0.000000	3.883033
3	4	1982	-7.222222	20.555556	0.000000	5.612497
4	4	1982	-6.111111	10.000000	0.000000	3.038059
5	4	1982	-8.333333	6.666667	0.000000	2.472511
6	4	1982	-23.888889	16.111111	0.000000	4.728218
7	4	1982	-4.027222	4.131111	0.000000	1.539992
8	4	1982	-6.912222	4.178333	0.000000	2.245171
9	4	1982	-8.727778	11.400556	0.000000	3.631490
10	4	1982	-6.136111	16.782222	0.000000	4.767928
11	4	1982	-0.591111	27.780000	0.000000	7.701210
12	4	1982	6.683333	24.676111	0.000000	8.176714
13	4	1982	2.973889	23.645556	0.000000	6.186266
14	4	1982	8.316667	27.011667	0.000000	6.911726
15	4	1982	9.070556	25.336667	3.987800	6.530315
16	4	1982	-0.741111	12.199444	3.581400	3.919801
17	4	1982	-3.358333	15.115556	0.000000	4.903029
18	4	1982	1.904444	21.702222	0.000000	6.478056
19	4	1982	0.002222	9.872222	0.000000	4.861964
20	4	1982	-2.581667	8.924444	0.000000	3.854377
21	4	1982	-5.392222	13.368889	0.000000	4.321854
22	4	1982	-4.002222	18.529444	0.000000	5.168914
23	4	1982	1.542778	20.890000	0.000000	7.230567
24	4	1982	4.173889	19.328889	0.000000	4.968634
25	4	1982	2.951667	19.399444	0.000000	5.013317
26	4	1982	2.647778	12.013889	0.000000	2.695398
27	4	1982	2.263333	6.202222	7.162800	0.648327
28	4	1982	2.835556	6.390000	0.000000	0.940516
29	4	1982	1.505556	6.978889	0.000000	0.990770
30	4	1982	-0.906667	16.470556	0.000000	4.334967
1	5	1982	1.755556	19.248333	0.000000	4.696444
2	5	1982	9.812222	23.946667	0.000000	4.941081
3	5	1982	12.222222	28.888889	0.000000	6.804395
4	5	1982	9.444444	24.444444	10.007600	3.762502
5	5	1982	1.111111	10.555556	21.005800	0.753409
6	5	1982	0.555556	15.000000	3.225800	3.866549
7	5	1982	1.111111	20.555556	0.000000	4.601750
8	5	1982	2.777778	25.555556	0.000000	5.626996
9	5	1982	8.888889	27.777778	0.000000	8.307026
10	5	1982	10.555556	23.888889	0.000000	6.170296
11	5	1982	5.555556	9.444444	0.990600	0.842961
12	5	1982	6.666667	12.222222	27.990800	0.723835
13	5	1982	7.222222	12.777778	3.987800	1.364194
14	5	1982	6.111111	17.222222	11.988800	1.962478
15	5	1982	7.777778	17.222222	0.990600	2.986405
16	5	1982	8.333333	19.444444	2.997200	3.769152
17	5	1982	9.444444	20.555556	0.000000	3.831053
18	5	1982	7.222222	26.111111	0.000000	5.862259
19	5	1982	10.555556	26.111111	7.010400	5.699974
20	5	1982	7.777778	16.666667	0.000000	3.145377
21	5	1982	6.111111	19.444444	0.000000	4.666617
22	5	1982	3.888889	21.666667	0.000000	4.407928
23	5	1982	12.222222	22.777778	16.992600	3.886579
24	5	1982	8.333333	15.000000	3.987800	1.733484
25	5	1982	5.555556	19.444444	0.000000	4.069767
26	5	1982	9.444444	20.000000	2.006600	3.572410
27	5	1982	6.666667	27.777778	0.000000	5.746230
28	5	1982	12.777778	17.222222	8.001000	2.014813
29	5	1982	10.555556	20.555556	24.993600	3.650515
30	5	1982	8.888889	13.333333	8.991600	1.402936
31	5	1982	7.777778	17.222222	0.000000	3.987022
1	6	1982	5.555556	15.000000	8.305800	2.221300
2	6	1982	9.444444	12.222222	2.006600	0.829385
3	6	1982	8.333333	11.111111	3.987800	0.832812
4	6	1982	7.222222	21.111111	0.000000	4.047725
5	6	1982	12.777778	21.666667	0.000000	2.621199
6	6	1982	11.666667	26.111111	0.000000	7.469855
7	6	1982	6.666667	21.666667	0.000000	5.210671
8	6	1982	13.333333	27.777778	0.000000	5.886663
9	6	1982	7.222222	20.555556	0.000000	5.752160
10	6	1982	5.555556	21.666667	0.000000	5.060343
11	6	1982	10.555556	21.666667	3.987800	4.065424
12	6	1982	8.333333	23.333333	18.008600	4.156538
13	6	1982	10.000000	23.333333	0.000000	3.207331
14	6	1982	14.444444	24.444444	19.989800	3.589611
15	6	1982	9.444444	19.444444	2.997200	3.117132
16	6	1982	6.666667	24.444444	0.990600	5.306987
17	6	1982	12.777778	22.222222	2.006600	3.508305
18	6	1982	10.000000	18.333333	5.003800	2.764184
19	6	1982	6.666667	23.888889	0.000000	5.291816
20	6	1982	9.444444	25.555556	0.000000	5.461112
21	6	1982	11.111111	29.444444	0.000000	6.503968
22	6	1982	11.111111	25.555556	10.998200	5.138322
23	6	1982	12.777778	26.666667	0.000000	5.378886
24	6	1982	15.000000	22.777778	0.000000	3.387596
25	6	1982	13.333333	20.555556	0.000000	2.846446
26	6	1982	13.333333	21.111111	18.999200	2.660193
27	6	1982	14.444444	26.666667	0.000000	5.383166
28	6	1982	12.222222	29.444444	0.000000	6.140974
29	6	1982	16.666667	31.666667	15.011400	6.818093
30	6	1982	17.777778	23.888889	0.000000	4.081127
1	7	1982	17.222222	27.777778	0.000000	5.115447
2	7	1982	12.222222	30.555556	0.000000	6.327395
3	7	1982	13.333333	31.666667	0.000000	6.834374
4	7	1982	14.444444	34.444444	0.990600	9.250481
5	7	1982	15.000000	28.888889	0.000000	5.567506
6	7	1982	10.555556	23.888889	0.000000	5.854446
7	7	1982	8.333333	26.666667	0.000000	6.029553
8	7	1982	15.000000	31.111111	0.000000	6.358539
9	7	1982	13.333333	28.888889	2.006600	5.101645
10	7	1982	12.222222	25.555556	0.000000	5.357244
11	7	1982	11.666667	26.666667	0.000000	3.394716
12	7	1982	9.444444	28.888889	0.000000	6.123296
13	7	1982	14.444444	31.111111	10.007600	6.139353
14	7	1982	17.222222	31.111111	0.000000	6.481513
15	7	1982	15.555556	33.333333	0.990600	7.025060
16	7	1982	13.888889	36.111111	0.000000	7.548778
17	7	1982	14.444444	27.777778	0.000000	6.607807
18	7	1982	13.333333	32.777778	0.000000	6.581694
19	7	1982	16.666667	36.666667	0.000000	8.176982
20	7	1982	14.444444	37.777778	0.000000	7.624765
21	7	1982	15.555556	38.333333	0.000000	8.629517
22	7	1982	20.000000	35.555556	0.000000	7.806665
23	7	1982	17.777778	36.666667	0.000000	9.062705
24	7	1982	17.222222	36.666667	0.000000	8.306236
25	7	1982	16.111111	36.111111	0.000000	8.019787
26	7	1982	16.666667	30.555556	0.000000	5.774258
27	7	1982	18.333333	26.111111	0.990600	2.949704
28	7	1982	17.777778	26.666667	0.000000	3.553280
29	7	1982	14.444444	22.222222	8.001000	2.253500
30	7	1982	13.888889	28.888889	0.000000	5.514871
31	7	1982	14.444444	32.777778	0.000000	6.468679
1	8	1982	11.666667	37.222222	0.000000	8.437941
2	8	1982	12.777778	36.666667	0.000000	8.324974
3	8	1982	19.444444	35.555556	0.000000	7.362045
4	8	1982	17.222222	27.777778	2.006600	3.389179
5	8	1982	15.555556	31.666667	0.000000	6.013095
6	8	1982	14.444444	32.777778	0.000000	5.792669
7	8	1982	16.666667	33.888889	0.000000	6.093646
8	8	1982	15.555556	32.777778	0.000000	6.548660
9	8	1982	12.222222	27.777778	0.000000	3.888107
10	8	1982	11.111111	15.000000	0.990600	1.191344
11	8	1982	12.777778	17.777778	0.000000	1.211903
12	8	1982	15.000000	34.444444	0.990600	5.721752
13	8	1982	17.222222	30.555556	7.010400	4.550030
14	8	1982	16.666667	31.111111	46.990000	5.187179
15	8	1982	14.444444	33.888889	0.000000	5.521724
16	8	1982	18.333333	30.555556	0.000000	5.478608
17	8	1982	17.777778	28.888889	0.000000	3.643355
18	8	1982	14.444444	32.222222	0.000000	6.656166
19	8	1982	17.720000	33.537778	0.000000	5.747250
20	8	1982	18.228333	27.058889	0.000000	3.868870
21	8	1982	17.393889	27.913889	0.000000	3.808354
22	8	1982	16.666667	29.502778	6.858000	4.395971
23	8	1982	16.666667	27.777778	3.987800	5.151687
24	8	1982	10.555556	23.888889	0.000000	4.139635
25	8	1982	8.888889	27.777778	0.000000	5.173648
26	8	1982	13.333333	31.666667	0.000000	5.646615
27	8	1982	12.222222	22.777778	0.000000	2.754202
28	8	1982	14.444444	30.555556	0.000000	5.571202
29	8	1982	17.222222	33.333333	0.000000	6.070149
30	8	1982	15.555556	30.555556	0.000000	3.828607
31	8	1982	12.777778	35.000000	0.000000	5.778954
1	9	1982	13.888889	31.666667	0.000000	5.099129
2	9	1982	9.444444	29.444444	0.000000	5.162579
3	9	1982	9.444444	31.111111	0.000000	5.902997
4	9	1982	12.222222	33.333333	0.000000	5.706466
5	9	1982	17.222222	26.666667	0.990600	2.819440
6	9	1982	12.777778	25.000000	0.990600	3.390229
7	9	1982	11.666667	23.333333	0.990600	3.012988
8	9	1982	11.666667	28.333333	0.000000	4.092843
9	9	1982	10.000000	33.333333	0.990600	5.549072
10	9	1982	8.333333	34.444444	2.006600	6.818763
11	9	1982	8.333333	18.888889	2.997200	2.370562
12	9	1982	8.333333	16.111111	2.006600	1.954334
13	9	1982	8.333333	14.444444	5.994400	1.674600
14	9	1982	7.222222	15.555556	3.987800	1.842321
15	9	1982	6.111111	15.000000	0.000000	2.035480
16	9	1982	10.000000	24.444444	0.000000	3.363807
17	9	1982	6.111111	13.888889	0.000000	1.044971
18	9	1982	5.000000	23.888889	0.000000	3.724532
19	9	1982	2.222222	21.666667	0.000000	4.117904
20	9	1982	0.555556	21.111111	0.000000	3.531602
21	9	1982	0.000000	22.777778	0.000000	4.045452
22	9	1982	5.555556	32.222222	0.990600	5.285741
23	9	1982	11.111111	25.000000	0.000000	4.102241
24	9	1982	5.555556	23.333333	0.000000	3.804114
25	9	1982	2.222222	22.222222	0.000000	3.560592
26	9	1982	12.222222	29.444444	0.000000	4.096345
27	9	1982	10.555556	28.888889	0.000000	6.060672
28	9	1982	5.555556	25.000000	0.000000	5.531537
29	9	1982	2.222222	24.444444	0.000000	4.495102
30	9	1982	3.333333	11.666667	10.007600	0.974137
1	10	1982	3.333333	12.777778	0.000000	1.228270
2	10	1982	2.222222	20.555556	0.990600	3.732077
3	10	1982	1.111111	23.333333	0.000000	4.180738
4	10	1982	4.444444	22.222222	0.000000	3.210458
5	10	1982	5.000000	25.555556	0.000000	4.112417
6	10	1982	2.222222	17.777778	0.000000	3.298788
7	10	1982	-1.111111	25.555556	0.000000	4.157094
8	10	1982	5.555556	16.666667	2.997200	1.776772
9	10	1982	4.444444	6.111111	2.006600	1.065420
10	10	1982	-1.666667	11.111111	0.000000	2.328673
11	10	1982	-2.222222	15.000000	0.000000	3.245332
12	10	1982	-3.333333	15.000000	0.000000	2.335014
13	10	1982	0.000000	14.444444	0.000000	2.310967
14	10	1982	0.000000	22.222222	0.000000	3.711759
15	10	1982	2.777778	21.111111	0.000000	3.261135
16	10	1982	1.666667	25.555556	0.000000	4.213820
17	10	1982	3.333333	25.555556	0.000000	3.378744
18	10	1982	5.555556	22.222222	0.000000	3.827592
19	10	1982	-5.555556	5.555556	0.000000	1.228843
20	10	1982	-8.333333	15.000000	0.000000	2.139856
21	10	1982	-7.222222	16.111111	0.000000	2.482166
22	10	1982	-5.555556	21.666667	0.000000	3.798021
23	10	1982	4.444444	23.888889	0.000000	2.924272
24	10	1982	0.000000	26.666667	0.000000	4.064645
25	10	1982	4.444444	18.888889	0.000000	2.535558
26	10	1982	0.555556	20.000000	0.000000	2.899406
27	10	1982	5.000000	19.444444	0.000000	3.547203
28	10	1982	-1.666667	12.222222	0.000000	2.993846
29	10	1982	-3.888889	17.777778	0.000000	3.062348
30	10	1982	-3.888889	15.555556	0.000000	1.942589
31	10	1982	2.777778	13.888889	0.000000	1.418760
1	11	1982	-1.666667	13.333333	0.000000	1.530659
2	11	1982	-8.333333	6.111111	0.000000	1.321786
3	11	1982	-11.111111	3.888889	0.000000	1.407011
4	11	1982	-11.666667	3.888889	0.000000	1.390218
5	11	1982	-6.666667	12.777778	0.000000	2.293588
6	11	1982	-11.111111	21.666667	0.000000	3.706371
7	11	1982	-3.888889	11.666667	0.000000	2.173935
8	11	1982	-6.111111	5.000000	0.000000	0.940471
9	11	1982	-0.555556	2.222222	0.000000	0.266008
10	11	1982	0.555556	6.666667	0.000000	0.618346
11	11	1982	-1.666667	4.444444	0.000000	0.506629
12	11	1982	-6.666667	1.111111	0.000000	0.920254
13	11	1982	-4.444444	6.111111	0.000000	1.066401
14	11	1982	-13.333333	3.888889	0.000000	1.163741
15	11	1982	-10.555556	6.666667	0.000000	0.957950
16	11	1982	-7.777778	13.333333	0.000000	1.786943
17	11	1982	-8.333333	15.000000	0.000000	1.656418
18	11	1982	-7.222222	5.555556	0.000000	0.749914
19	11	1982	-2.222222	8.333333	0.000000	0.808337
20	11	1982	-4.444444	10.555556	0.000000	1.735212
21	11	1982	-7.222222	10.555556	0.000000	1.316937
22	11	1982	-8.333333	-3.333333	0.000000	0.370448
23	11	1982	-15.555556	-1.666667	0.000000	0.678408
24	11	1982	-15.555556	2.777778	0.000000	0.912076
25	11	1982	-12.777778	10.000000	0.000000	1.378774
26	11	1982	-10.555556	7.777778	0.000000	0.948765
27	11	1982	-10.555556	4.444444	0.000000	0.895947
28	11	1982	-2.777778	10.555556	0.000000	1.578187
29	11	1982	-3.888889	15.000000	0.000000	1.922125
30	11	1982	-5.000000	13.888889	0.000000	1.627949
1	12	1982	-5.555556	12.222222	0.000000	1.693543
2	12	1982	-8.888889	8.333333	0.000000	1.327785
3	12	1982	-6.666667	9.444444	0.000000	1.225640
4	12	1982	-7.777778	12.777778	0.000000	1.757219
5	12	1982	-5.000000	8.333333	0.000000	1.468288
6	12	1982	-8.333333	10.555556	0.000000	1.185979
7	12	1982	-7.222222	-2.777778	0.000000	0.816384
8	12	1982	-10.555556	-1.111111	0.000000	0.659588
9	12	1982	-10.000000	8.333333	0.000000	1.414226
10	12	1982	-5.000000	0.555556	0.000000	0.958512
11	12	1982	-11.666667	0.555556	0.000000	0.630893
12	12	1982	-12.777778	16.111111	0.000000	2.113301
13	12	1982	-8.888889	11.666667	0.000000	1.195004
14	12	1982	-6.666667	4.444444	0.000000	1.077926
15	12	1982	-10.000000	7.222222	0.000000	1.390347
16	12	1982	-8.333333	8.888889	0.000000	1.289217
17	12	1982	-5.000000	17.777778	0.000000	2.073027
18	12	1982	-5.000000	8.888889	0.000000	3.368000
19	12	1982	-9.444444	13.333333	0.000000	2.598171
20	12	1982	-8.888889	10.000000	0.000000	1.631216
21	12	1982	-10.000000	17.222222	0.000000	2.473923
22	12	1982	-6.111111	14.444444	0.000000	1.936651
23	12	1982	-7.222222	6.666667	0.000000	1.021423
24	12	1982	-6.666667	0.000000	0.000000	0.511450
25	12	1982	-16.666667	-5.555556	0.000000	0.482338
26	12	1982	-21.666667	-3.333333	0.000000	0.430252
27	12	1982	-11.111111	-1.666667	0.000000	0.564084
28	12	1982	-16.666667	-7.222222	0.000000	0.537961
29	12	1982	-22.222222	-4.444444	0.000000	0.577643
30	12	1982	-23.333333	-6.111111	0.000000	0.464651
31	12	1982	-13.333333	-1.666667	0.000000	0.802029
1	1	1983	-12.777778	3.888889	0.000000	0.874537
2	1	1983	-17.222222	-3.888889	0.000000	0.478261
3	1	1983	-19.444444	-1.666667	0.000000	0.460711
4	1	1983	-9.444444	1.666667	0.000000	0.597373
5	1	1983	-10.000000	5.555556	0.000000	0.987395
6	1	1983	-2.222222	4.444444	0.000000	1.061760
7	1	1983	-1.666667	4.444444	0.000000	1.236169
8	1	1983	-4.444444	5.000000	0.000000	0.734041
9	1	1983	-3.888889	4.444444	0.000000	1.381660
10	1	1983	-7.777778	4.444444	0.000000	1.061300
11	1	1983	-7.777778	3.333333	0.000000	0.784005
12	1	1983	-9.444444	6.666667	0.000000	1.310603
13	1	1983	-3.333333	7.777778	0.000000	1.553851
14	1	1983	-9.444444	2.777778	0.000000	1.267719
15	1	1983	-12.222222	2.777778	0.000000	0.770539
16	1	1983	-9.444444	3.888889	0.000000	0.874381
17	1	1983	-11.666667	-1.666667	0.000000	0.505398
18	1	1983	-8.888889	-7.222222	0.000000	0.366798
19	1	1983	-10.000000	-3.333333	0.000000	0.437965
20	1	1983	-5.000000	-2.222222	0.000000	0.450306
21	1	1983	-6.111111	-0.555556	0.000000	0.421505
22	1	1983	-6.666667	2.222222	0.000000	0.489979
23	1	1983	-6.111111	5.555556	0.000000	0.924779
24	1	1983	-3.333333	4.444444	0.000000	0.805690
25	1	1983	-7.222222	-1.666667	0.000000	0.296876
26	1	1983	-6.666667	-2.222222	0.000000	0.480907
27	1	1983	-2.777778	3.888889	0.000000	0.822686
28	1	1983	-1.111111	6.111111	0.000000	0.926577
29	1	1983	-1.666667	6.111111	0.000000	1.025743
30	1	1983	-2.777778	-1.111111	0.000000	0.402725
31	1	1983	-3.888889	-2.777778	0.000000	0.378015
1	2	1983	-4.444444	-1.666667	0.000000	0.555960
2	2	1983	-11.666667	-2.222222	0.000000	0.670040
3	2	1983	-13.888889	-1.666667	0.000000	0.765638
4	2	1983	-12.222222	0.555556	0.000000	0.782363
5	2	1983	-11.666667	-1.666667	0.000000	0.553018
6	2	1983	-16.111111	3.333333	0.000000	0.936915
7	2	1983	-13.333333	4.444444	0.000000	0.937809
8	2	1983	-6.111111	4.444444	0.000000	1.030662
9	2	1983	-6.666667	8.333333	0.000000	1.175688
10	2	1983	-1.111111	8.888889	0.000000	2.034520
11	2	1983	-3.888889	8.888889	0.000000	1.349112
12	2	1983	-3.333333	12.777778	0.000000	1.892045
13	2	1983	-3.333333	16.666667	0.000000	1.865178
14	2	1983	0.555556	10.555556	0.000000	1.819114
15	2	1983	-3.333333	10.555556	0.000000	1.742199
16	2	1983	-5.000000	12.222222	0.000000	1.792312
17	2	1983	-0.555556	11.111111	0.000000	1.536261
18	2	1983	-1.111111	20.555556	0.000000	3.439111
19	2	1983	-0.555556	16.111111	0.000000	3.167760
20	2	1983	-2.222222	0.000000	0.000000	0.587512
21	2	1983	-2.222222	11.666667	0.000000	1.489387
22	2	1983	-2.777778	13.333333	0.000000	2.045351
23	2	1983	-2.777778	15.000000	0.000000	2.702578
24	2	1983	-0.555556	2.777778	0.000000	1.004912
25	2	1983	-1.111111	1.666667	0.000000	0.817138
26	2	1983	0.000000	11.666667	0.000000	1.491552
27	2	1983	-0.555556	15.555556	0.000000	1.744550
28	2	1983	-3.888889	17.222222	0.000000	2.329814
1	3	1983	-2.777778	18.888889	0.000000	3.134256
2	3	1983	-1.111111	22.222222	0.000000	3.162145
3	3	1983	-0.555556	22.777778	0.000000	3.872787
4	3	1983	8.888889	11.111111	0.000000	1.279192
5	3	1983	0.555556	8.888889	0.000000	0.951340
6	3	1983	0.000000	5.555556	0.000000	1.580959
7	3	1983	0.000000	9.444444	0.000000	2.661594
8	3	1983	-2.777778	7.222222	0.000000	1.938359
9	3	1983	-5.555556	10.000000	0.000000	2.109878
10	3	1983	-6.666667	11.666667	0.000000	2.119798
11	3	1983	-3.888889	17.222222	0.000000	3.599823
12	3	1983	-3.333333	19.444444	0.000000	3.854437
13	3	1983	1.666667	18.888889	0.000000	3.276797
14	3	1983	3.333333	12.222222	0.000000	2.009123
15	3	1983	-1.111111	5.555556	0.000000	0.957269
16	3	1983	-5.000000	-0.555556	0.000000	0.840827
17	3	1983	-5.000000	0.000000	0.000000	1.037202
18	3	1983	-5.555556	-3.888889	0.000000	0.743730
19	3	1983	-6.666667	-1.666667	0.000000	1.056175
20	3	1983	-12.777778	-5.000000	0.000000	0.998198
21	3	1983	-14.444444	0.000000	0.000000	1.344955
22	3	1983	-10.555556	-1.666667	0.000000	0.967159
23	3	1983	-3.333333	-0.555556	0.000000	1.037298
24	3	1983	-2.222222	0.555556	0.000000	1.000365
25	3	1983	0.000000	5.000000	0.000000	1.339942
26	3	1983	-3.333333	0.000000	0.000000	0.740761
27	3	1983	-3.888889	4.444444	0.000000	1.167599
28	3	1983	-4.444444	8.333333	0.000000	1.393959
29	3	1983	-1.666667	11.666667	0.000000	2.795672
30	3	1983	-1.666667	20.555556	0.000000	5.869488
31	3	1983	0.555556	15.555556	0.000000	3.693298
1	4	1983	-2.222222	4.444444	0.000000	3.363083
2	4	1983	-5.000000	9.444444	0.000000	3.454058
3	4	1983	-3.888889	-1.666667	0.000000	1.604586
4	4	1983	-4.444444	-0.555556	0.000000	1.824390
5	4	1983	-5.000000	0.555556	0.000000	2.112667
6	4	1983	-6.666667	1.111111	0.000000	2.064556
7	4	1983	-8.888889	7.222222	0.000000	2.518309
8	4	1983	-4.444444	8.888889	0.000000	2.705802
9	4	1983	-3.888889	10.000000	0.000000	2.096812
10	4	1983	-5.000000	17.777778	0.000000	4.602580
11	4	1983	2.222222	15.555556	0.000000	4.163017
12	4	1983	-1.666667	6.111111	0.000000	1.999858
13	4	1983	-4.444444	-1.666667	0.000000	2.130160
14	4	1983	-6.111111	4.444444	0.000000	3.384577
15	4	1983	-5.000000	11.666667	0.000000	4.057765
16	4	1983	-3.333333	14.444444	0.000000	4.313607
17	4	1983	-0.555556	17.222222	0.000000	5.793394
18	4	1983	-3.888889	21.666667	0.000000	5.863789
19	4	1983	3.333333	18.333333	0.000000	3.475229
20	4	1983	0.555556	21.666667	0.000000	3.928416
21	4	1983	4.444444	11.111111	0.000000	1.086972
22	4	1983	7.222222	9.444444	0.990600	0.323527
23	4	1983	0.555556	17.222222	0.000000	3.651277
24	4	1983	-2.222222	18.888889	0.000000	4.620067
25	4	1983	3.333333	22.777778	0.000000	4.770171
26	4	1983	6.666667	16.666667	0.000000	4.524258
27	4	1983	3.888889	15.000000	0.000000	2.652452
28	4	1983	4.444444	18.333333	5.994400	3.002330
29	4	1983	5.555556	11.666667	11.988800	0.852911
30	4	1983	5.000000	9.444444	13.004800	0.338674
1	5	1983	2.222222	9.444444	0.990600	1.001446
2	5	1983	1.666667	9.444444	0.000000	1.570423
3	5	1983	0.555556	17.777778	0.000000	3.695313
4	5	1983	4.444444	19.444444	0.000000	3.025886
5	5	1983	1.666667	22.777778	5.994400	4.594436
6	5	1983	7.222222	14.444444	8.001000	0.600430
7	5	1983	3.333333	16.666667	0.000000	3.201751
8	5	1983	2.222222	19.444444	0.000000	4.386253
9	5	1983	8.333333	26.666667	0.000000	7.360739
10	5	1983	8.888889	23.888889	2.006600	4.749188
11	5	1983	2.222222	23.888889	0.000000	4.272987
12	5	1983	0.555556	17.222222	0.000000	4.055570
13	5	1983	2.777778	9.444444	5.994400	0.976976
14	5	1983	0.000000	11.666667	0.000000	2.848882
15	5	1983	-2.222222	12.777778	0.000000	2.794200
16	5	1983	1.111111	14.444444	8.001000	2.573002
17	5	1983	2.777778	7.777778	11.988800	0.261822
18	5	1983	1.666667	10.000000	0.990600	1.026265
